year,exporter,expAddress,exporterCity,quant,units,importer,impAddress,impCity,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,300,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,100,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,15,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,252,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,160,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,687,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,591,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,254,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,300,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,160,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,160,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,100,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,100,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,15,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,100,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,152,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,349,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,50,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,200,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,187,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,615,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,10,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,8,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,15,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,480,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,80,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,400,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,75,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,11,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,22,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,36,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,79,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,200,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,1500,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,28,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,80,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,84,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,160,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,128,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,39,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,2800,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,13,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,75,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,210,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,20,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,240,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,200,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,400,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,100,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,80,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,25,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,695,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,75,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,500,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,110,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,600,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,249,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,75,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,52,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,304,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,180,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,100,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,100,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,180,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,75,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,858,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,160,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,75,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,4.082332502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,5.896702502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,5.896702502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,4.989517502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,643.6477578,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,123.37716,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,78.01791003,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,39.91614002,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,16.32933001,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,12.2469975,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,29.02992001,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,4.989517502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,271.2483151,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,5.896702502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,4.989517502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,23.13321751,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,20.86525501,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,8.164665003,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,4.989517502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,33.11225251,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,69.85324503,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,222.2603251,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,129.7274551,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,3383.346459,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,107.955015,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,302.5461976,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,55.79187752,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,44.90565752,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,378.2961452,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,68.03887503,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,1870.615471,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,591.4846202,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,112.49094,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,420.0266552,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,150.1391176,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,39.00895502,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,5390.493272,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,350.6270026,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,18101.5159,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,164.6540776,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,154.6750426,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,120.655605,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,2395.421993,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,33.11225251,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,674.4920478,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,90.71850004,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,138.7993051,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
2012,CLEAN HARBORS QUEBEC INC,400 GALINEAU STREET,THURSO,9.071850004,kg,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,,
