id,USExporterSiteName,US Exporter Site Street Address,US Exporter Site City,US Exporter Site State,US Exporter Site Zip Code,latitude,longitude
DED003913266,OCCIDENTAL CHEMICAL CORPORATION DELAWARE CITY,1657 RIVER ROAD,NEW CASTLE,DE,19720,39.6033237,-75.6301437
NYD000824482,OCCIDENTAL CHEMICAL CORPORATION NIAGARA PLANT,4700 BUFFALO AVENUE,NIAGARA FALLS,NY,14303,43.0787437,-79.0063327
NYR000143909,OWL WIRE AND CABLE LLC - BOONVILLE FACILITY,13730 STATE ROUTE 12,BOONVILLE,NY,13309,43.5003357,-75.3255081
NYD002227528,OWL WIRE AND CABLE LLC - CANASTOTA FACILITY,3127 SENECA TURNPIKE,CANASTOTA,NY,13032,43.0694084,-75.7698059
NYR000130427,OWL WIRE AND CABLE LLC - ROME FACILITY,220 SOUTH MADISON STREET,ROME,NY,13440,43.2126503,-75.4684143
CAD008252405,PACIFIC RESOURCE RECOVERY,3150 EAST PICO BLVD,LOS ANGELES,CA,90023,34.0179674,-118.211752
CTD001152271,PAPE ELECTROPLATING CO INC,410 JOHN DOWNEY DRIVE,NEW BRITAIN,CT,6051,41.6655763,-72.7552608
VAR000500884,PAUL DECORATIVE PRODUCTS INC,195 DUKE STREET,LOUISA,VA,23093,38.0145722,-77.9764355
MID980615298,PETRO-CHEM PROCESSING GROUP OF NORTRU LLC,421 LYCASTE,DETROIT,MI,48214,42.3621979,-82.9640656
NJD986645984,CONOCOPHILLIPS COMPANY / BAYWAY REFINERY,PO BOX 222,LINDEN,NJ,7036,,
MTD006229405,PHILLIPS 66 BILLINGS REFINERY (FORMERLY CONOCOPHILLIPS),401 S 23RD ST,BILLINGS,MT,59101,45.779865,-108.4944132
WAS009250366,PHILLIPS 66 COMPANY FERNDALE REFINERY,3901 UNICK ROAD,FERNDALE,WA,98248,48.8286324,-122.6881332
PARO00015768,PHILLIPS 66 COMPANY,4101 POST ROAD,TRAINER,PA,19061,39.8264708,-75.4049575
MAD981074156,"PLATING FOR ELECTRONICS, INC",94 CALVARY STREET,WALTHAM,MA,2454,42.3691902,-71.2257385
NJD986609311,HUDSON COUNTY CHROME SITE #114,900 GARFIELD AVENUE,JERSEY CITY,NJ,7305,40.7096102,-74.0714711
CTR000504779,PTI INDUSTRIES INC,2 PEERLESS WAY,ENFIELD,CT,6082,42.0108906,-72.5346203
MAD001034016,PURECOAT NORTH LLC,39 HITTINGER STREET,BELMONT,MA,2478,42.3954697,-71.1604919
NJD986604007,QUALITY METAL FINISHING CORPORATION,80 GEORGE ST,PATERSON,NJ,7503,40.896296,-74.1574654
NYD049178296,RADIAC RESEARCH CORP,261 KENT AVENUE,BROOKLYN,NY,11211,40.715747,-73.966011
NYR000100891,RAW MATERIALS COMPANY INC,812 EAST FERRY STREET,BUFFALO,NY,14211,42.915123,-78.8339386
PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS LLC,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.2912445,-75.2829971
NYD030485288,REVERE SMELTING AND REFINING CORPORATION,65 BALLARD ROAD,MIDDLETOWN,NY,10941,41.4608116,-74.3603745
NYR000184986,ROCHESTER SILVER WORKS LLC,PO BOX 15397,ROCHESTER,NY,14652,,
NYD067919340,SABIN METAL CORPORATION,1647 WHEATLAND CENTER ROAD,SCOTTSVILLE,NY,14546,43.0046082,-77.8193665
ILD980613913,SAFETY-KLEEN SYSTEMS INC - DOLTON RECYCLE CENTER,633 EAST 138TH STREET,DOLTON,IL,60419,41.6445632,-87.6070739
RID084802842,SAFETY-KLEEN SYSTEMS INC,167 MILL STREET,CRANSTON,RI,2905,41.7656288,-71.4128647
CAD009164021,"SHELL OIL PRODUCTS US, MARTINEZ REFINERY",3485 PACHECO BLVD,MARTINEZ,CA,94553,38.013237,-122.1066132
WAD009276197,ENVIROGREEN TECHNOLOGIES LTD,8505 SOUTH TEXAS ROAD,ANACORTES,WA,98221,48.4663186,-122.5669775
MID074246919,SOLUTIA INC,5100 W JEFFERSON AVE,TRENTON,MI,48183,42.1205482,-83.1906433
NYD013277454,SOLVENTS AND PETROLEUM SERVICE INC,1405 BREWERTON ROAD,SYRACUSE,NY,13208,43.0878296,-76.1512604
PAD000000554,SPS TECHNOLOGIES LLC,301 HIGHLAND AVE,JENKINTOWN,PA,19046,40.0941284,-75.132378
RID047982202,SAINT-GOBAIN PERFORMANCE PLASTICS,386 METACOM AVENUE,BRISTOL,RO,2809,,
MAD001128115,SAINT-GOBAIN PERFORMANCE PLASTICS,717 PLANTATION ST,WORCESTER,MA,1605,42.3008919,-71.7633591
NJD002169233,SUFFERN PLATING CORP,210 GARIBALDI AVE,LODI,NJ,7644,40.8807459,-74.0751759
MID005339155,SUPERIOR BRASS AND ALUMINUM CASTING CO,4893 DAWN AVENUE,EAST LANSING,MI,48823,42.723548,-84.451728
CAR000091488,TESORO REFINING AND MARKETING COMPANY LLC - GOLDEN EAGLE REFINERY,150 SOLANO WAY,MARTINEZ,CA,94553,38.0266953,-122.0692673
HID056786395,TESORO HAWAII REFINERY,91-325 KOMOHANA ST,KAPOLEI,HI,96707,21.303176,-158.091354
WAD009275082,TESORO REFINING AND MARKETING CO,1200 MARCH POINT ROAD,ANACORTES,WA,98221,48.4648209,-122.5413513
IND000646943,TRADEBE TREATMENT AND RECYCLING LLC,4343 KENNEDY AVE,EAST CHICAGO,IN,46312,41.6334953,-87.4606857
TND000772186,TRADEBE TREATMENT AND RECYCLING OF TENNESSEE LLC,5485 VICTORY LANE,MILLINGTON,TN,38053,35.27565,-89.9450607
NJD041829755,TRB ELECRO CORPORATION,6 MORRIS ST,PATERSON,NJ,7543,40.9108765,-74.1786106
MAD047075734,TRIUMVIRATE ENVIRONMENT (MERRIMACK) INC,263 HOWARD STREET,LOWELL,MA,1852,42.6327829,-71.3138189
NJD045445483,HESS PORT READING REFINERY,750 CLIFF ROAD,PORT READING,NJ,7064,40.5606766,-74.2478561
OHD986998474,TRUTEC INDUSTRIES,4700 GATEWAY BLVD,SPRINGFIELD,OH,45502,39.9079933,-83.7235413
CTD981213101,UNIMETAL SURFACE FINISHING LLC,135 SOUTH MAIN STREET,THOMASTON,CT,6787,41.6687546,-73.0763855
CTD021816889,TRADEBE TREAT. & RECY. NORTHEAST LLC,136 GRACEY AVENUE,MERIDEN,CT,6451,41.5534285,-72.7930786
NYD990774206,U.S. CHROME CORPORATION OF NEW YORK,31 SWAN STREET,BATAVIA,NY,14020,42.9945946,-78.1760254
MID074259565,"DYNECOL,  INC.",6520 GEORGIA STREET,DETROIT,MI,48211,42.392868,-83.0325241
TXD069452340,"US ECOLOGY TEXAS, INC.",3277 COUNTY ROAD 69,ROBSTOWN,TX,78380,27.7309493,-97.6520741
,"DEPARTMENT OF THE NAVY, PORTSMOUTH NAVAL SHIPYARD",,PORTSMOUTH,NH,3804,43.087209,-70.784416
WAD009252719,U.S. OIL & REFINING CO,3001 MARSHALL AVE,TACOMA,WA,98421,47.2557411,-122.3940277
MAD004993275,"VALENTINE PLATING COMPANY, INC",155 ALLSTON AVENUE,WEST SPRINGFIELD,MA,1089,42.0945969,-72.6221466
NJD980536593,"VEOLIA ES TECHNICAL SOLUTIONS, LLC",1 EDEN LANE,FLANDERS,NJ,7836,40.8793221,-74.6994781
COD980591184,"VEOLIA ES TECHNICAL SOLUTIONS, LLC",9131 E 96TH AVE,HENDERSON,CO,80640,39.8758965,-104.8828812
NJD002454544,"VEOLIA ES TECHNICAL SOLUTIONS, LLC",125 FACTORY LANE,MIDDLESEX,NJ,8846,40.5608101,-74.5203857
PAD981945157,"VEOLIA ES TECHNICAL SOLUTIONS, LLC",3100 HEDLEY STREET,PHILADELPHIA,PA,19137,39.9885359,-75.0710727
CAD000285224,VERTICAL MANUFACTURING LLC,7995 EAST PRENTICE AVENUE-SUITE 207E,GREENWOOD VILLAGE,CO,80111,39.6206119,-104.8958771
NHD058537960,WEBSTER VALVE INC (DIVISION OF WATTS WATER TECHNOLOGIES),583 SOUTH MAIN STREET,FRANKLIN,NH,3235,43.4187211,-71.6557302
CTD001450154,"WHYCO FINISHING TECHNOLOGIES, LLC",670 WATERBURY ROAD,THOMASTON,CT,6787,41.6431808,-73.078743
NYD002081396,WYETH PHARMACEUTICALS,64 MAPLE STREET,ROUSES POINT,NY,12979,44.9886066,-73.3666161
CAD069124717,XSTRATA RECYCLING INC,1695 MONTEREY HIGHWAY,SAN JOSE,CA,95112,37.3110214,-121.8688032
ARD091691261,ARKANSAS STEEL ASSOCIATES LLC,2803 VAN DYKE ROAD,NEWPORT,AR,72112,35.6457149,-91.2468591
COD007057961,CF&I STEEL LP DBA EVRAZ PUEBLO,2100 SOUTH FREEWAY,PUEBLO,CO,81004,38.2314301,-104.6127472
ARD053730701,GERDAU-FORT SMITH MILL,5225 PLANTERS RD,FORT SMITH,AR,72902,35.3072739,-94.376358
ALR000047167,M3 RESOURCES USA LLC,"4908 CAHABA RIVER ROAD, SUITE 100",BIRMINGHAM,AL,35243,33.427753,-86.728805
TXD071378582,NUCOR STEEL COMPANY,8812 HWY 79 WEST,JEWETT,TX,75846,31.3443784,-96.1642199
ARD983278243,NUCOR STEEL-ARKANSAS,7301 E COUNTY ROAD 142,BLYTHEVILLE,AR,72315,35.9441911,-89.7247598
TXD008119414,"STRUCTURAL METALS, INC",1 STEEL MILL DRIVE,SEGUIN,TX,78155,29.5791093,-98.0238356
CAD982361404,TAMCO,12459-B ARROW ROUTE,RANCHO CUCAMONGA,CA,91739,34.0989829,-117.5328306
FLD980559728,TRIUMVIRATE ENVIRONMENTAL (FLORIDA) INC,10100 ROCKET BLVD,ORLANDO,FL,32824,28.4187927,-81.3853302
CTD983896341,"TRIUMVIRATE ENVIRONMENTAL, INC",203 PICKERING STREET,PORTLANT,CT,6480,41.5685642,-72.6407761
WID003967148,"VEOLIA ES TECHNICAL SOLUTIONS, LLC",W124 N9451 BOUNDARY ROAD,MENOMONEE FALLS,WI,53051,43.1749611,-88.1139145
NYR000174664,"VEOLIA ES TECHNICAL SOLUTIONS, LLC",126 MORRIS ROAD,SCHENECTADY,NY,12304,42.7482986,-73.8870926
OHD000816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVE,CINCINNATI,OH,45232,39.1701736,-84.5101013
WID003967148,"VEOLIA ES TECHNICAL SOLUTIONS, LLC",W124 N9451 BOUNDARY ROAD,,WI,53051,43.1488609,-88.1219635
MSR000103143,SEVERSTAL COLUMBUS,1945 AIRPORT ROAD,COLUBUS,MS,39701,33.4553023,-88.5828991
TXD008119414,STRUCTURAL METALS INC,1 STEEL MILL DRIVE,SEGUIN,TX,78155,29.5791093,-98.0238356
ALD0167123570,SMI STEEL INC DBA CMC STEEL ALABAMA,101 SOUTH 50TH STREET,BIRMINGHAM,AL,35212,33.5343132,-86.7571106
TXD071378582,NUCOR STEEL TEXAS,8812 HWY 79 WEST,JEWETT,TX,75846,31.3443784,-96.1642199
ARD983278243,NUCOR STEEL ARKANSAS,7301 E COUNTY ROAD 142,BLYTHEVILLE,AR,72315,35.9441911,-89.7247598
NJD980536593,VEOLIA ES TECHNICAL SOLUTIONS LLC,1 EDEN LANE,FLANDERS,NJ,7836,40.8793221,-74.6994781
MAD004993275,VALENTINE PLATING COMPANY INC,155 ALLSTON AVENUE,W SPRINGFIELD,MA,1089,42.0945969,-72.6221466
WYR000001735,USDA FOREST SERVICE,671 NORTH WASHINGTON,AFTON,WY,83110,42.7451439,-110.9315948
WAD009252719,US OIL AND REFINING CO,3001 MARSHALL AVE,TACOMA,WA,98421,47.2557411,-122.3940277
ME7170022019,PORTSMOUTH NAVAL SHIPYARD,CODE 106.32 BLDG 357,KITTERY ,ME,3904,43.1137123,-70.7331085
TXD069452340,US ECOLOGY TEXAS INC,3277 COUNTY ROAD 69,ROBSTOWN,TX,78380,27.7309493,-97.6520741
NVT330010000,US ECOLOGY NEVADA INC,HWY 95-12 MILES SOUTH OF BEATTY,BEATTY,NV,89003,36.9006042,-116.772522
NYD990774206,US CHROME CORPORATION OF NEW YORK,31 SWAN STREET,BATAVIA,NY,14020,42.9945946,-78.1760254
MA2570024487,102 INTELLIGENCE WING,"POL DEMO SITE, 173 OUTER ROAD",OTIS ANG BASE,MA,02542-1330,42.1560287,-71.5659027
NHD980521843,UNITED OIL RECOVERY INC,410 SHATTUCK WAY,NEWINGTON,NH,3801,43.1145499,-70.8185618
OHD986998474,TRUTEC INDUSTRIES ,4700 GATEWAY BLVD,SPRINGFIELD,OH,45502,39.9079933,-83.7235413
VTR000012823,TRIUMVIRATE ENVIRONMENTAL INC,7668 WETMINSTER ROAD ROUTE 5,WESTMINSTER,VT,5158,43.0911293,-72.4564819
CTD983896341,TRIUMVIRATE ENVIRONMENTAL INC,203 PICKERING STREET,PORTLAND,CT,6480,41.5685642,-72.6407761
NJD041829755,TRB ELECTRO CORP,6 MORRIS STREET,PATERSON,NJ,7543,40.9108765,-74.1786106
MAD001128115,SAINT-GOBAIN PERFORMANCE PLASTICS,717 PLANTAION STREET,WORCESTER,MA,1605,42.3008919,-71.7633591
NYR000122754,T&M PLATING INC,357 WEST 36TH STREET,NEW YORK,NY,10018,40.7541952,-73.9940961
MID005339155,SUPERIOR BRASS AND ALUMINUM CASTING COMPANY,4893 DAWN AVENUE,EASTE LANSING,MI,48823,42.7235489,-84.4517288
PAD000000554,SPS TECHNOLOGIES LLC,301 HIGHLAND AVENUE,JENKINTOWN,PA,19046,40.0941284,-75.132378
NYD013277454,"SOLVENTS AND PETROLEUM SERVICE, INC",1405 BREWERTON ROAD,SYRACUSE,NY,13208,43.0878296,-76.1512604
MID074246919,SOLUTIA INC,5100 W JEFFERSON AVENUE,TRENTON,MI,48183,42.1205482,-83.1906433
MAD001114206,SMITH AND WESSON CORP,2100 ROOSEVELT AVENUE,SPRINGFIELD,MA,1104,42.1380234,-72.5509033
WAD009276197,EQUILON ENTERPRISES LLC DBA SHELL OIL PRODUCTS US,8505 SOUTH TEXAS ROAD,ANACORTES,WA,98221,48.4663186,-122.5669775
CAD009164021,"SHELL OIL PRODUCTS, MARTINEZ REFINERY",3485 PACHECO BLVD,MARTINEZ,CA,94553,38.013237,-122.1066132
RID084802842,"SAFETY-KLEEN SYSTEMS, INC",167 MILL STREET,CRANSTON,RI,2905,41.7656288,-71.4128647
ILD980613913,"SAFETY-KLEEN SYSTEMS, INC, DOLTON RECYCLE CENTER",633 EAST 138TH STREET,DOLTON,IL,60419,41.6445632,-87.6070739
NYD049178296,RADIAC RESEARCH CORP,33 SOUTH 1ST STREET,BROOKLYN,NY,11211,40.7122192,-73.9571381
NJD986650406,PPG INDUSTRIES INC,900 GARFIELD AVENUE,JERSEY CITY,NJ,7305,40.7096102,-74.0714711
MAD981074156,"PLATING FOR ELECTRONICS, INC",94 CALVARY STREET,WALTHAM,MA,2453,42.3691902,-71.2257385
MID980615298,"PETRO-CHEM PROCESSING GROUP OF NORTRU, LLC",421 LYCASTE ,DETROIT,MI,48214,42.3621979,-82.9640656
MAR000007955,PCI SYNTHESIS,9 OPPORTUNITY WAY,NEWBURYPORT,MA,1950,42.8034058,-70.8896332
CTD001152271,PAPE ELECTROPLATING CO INC,410 JOHN DOWNEY DRIVE,NEW BRITAIN,CT,06051-2930,41.6655763,-72.7552608
NYR000130427,OWL WIRE AND CABLE LLC-ROME FACILITY,220 SOUTH MADISON STREET,ROME,NY,13440,43.2126503,-75.4684143
NYD002227528,OWL WIRE AND CABLE LLC-CANASTOTA FACILITY,3127 SENECA TURNPIKE,CANASTOTA,NY,13032,43.0694084,-75.7698059
NYR000143909,OWL WIRE AND CABLE LLC-BOONVILLE FACILITY,13730 STATE ROUTE 12,BOONVILLE,NY,13309,43.5003357,-75.3255081
OHD004379970,ORMET PRIMARY ALUMINUM CORPORATION,43840 STATE ROUTE 7,HANNIBAL ,OH,43931,39.6706085,-80.8684998
DED003913266,OCCIDENTAL CHEMICAL CORPORATION DELAWARE CITY SITE,,,DE,,39.0081291,-75.4674759
ALD004019642,OCCIDENTAL CHEMICAL CORPORATION'S MUSCLE SHOALS SITE,1000 N WILSON DAM ROAD,MUSCLE SHOALS,AL,35661-1344,34.7772405,-87.634472
NYD080460215,OAK-MITSUI INC,80 FIRST STREET,HOOSICK FALLS,NY,12090,42.90205,-73.3551636
NJD000564906,NATIONAL WASTE CLEAN INC,304 PULASKI STREET,SOUTH PLAINFIELD,NJ,7080,40.5787277,-74.4176102
NYD002080034,MPM SILICONES LLC,260 HUDSON RIVER ROAD,WATERFORD,NY,12188,42.8172264,-73.6653994
MTD000475194,MONTANA REFINING COMPANY INC,1900 10TH STREET NE,GREAT FALLS,MT,59404,47.5232315,-111.2951508
NJD002149508,MILLER AND SON,24 BELLEVILLE AVE,BELLEVILLE,NJ,7109,40.7860413,-74.1503143
MID000724831,MICHIGAN DISPOSAL INC,49350 N I-94 SERVICE DRIVE,BELLEVILLE,MI,48111,42.2208595,-83.5246201
NJD986596245,MASTER METAL POLISHING CORP,57 WOOD STREET,PATERSON,NJ,7524,40.9320378,-74.1642185
,MARJAN INC,,,,,,
OHR000032151,"LIMA REFINING COMPANY, HUSKY-LIMA REFINERY",1150 SOUTH METCALF STREET,LIMA,OH,45804,40.7192078,-84.1235733
NYD002059236,JOHNSON AND HOFFMAN LLC SITE,40 VOICE ROAD,CARLE PLACE,NY,11514,40.7454872,-73.6226196
NJD001252634,IMPERIAL PLATING ,52 PARK AVENU,LYNDHURST,NJ,7071,40.8200736,-74.1229018
MAD05619979,IDEAL TAPE COMPANY,1400 MIDDLESEX STREET,LOWELL,MA,1851,42.637104,-71.3419342
NYD000707901,IBM EAST FISHKILL,2070 ROUTE 52,HOPEWELL JUNCTION,NY,12533,41.5391045,-73.8213577
NJD986581437,HONEYWELL INTERNATIONAL,441 ROUTH 440,JERSEY CITY,NJ,7305,40.658093,-74.1172564
MED000242701,HOLTRACHEM MANUFACTURING CO ,99 INDUSTRIAL WAY,ORRINGTON,ME,4474,44.7380897,-68.8265971
IND093219012,"HERITAGE ENVIRONMENTAL SERVICES, LLC",7901 WEST MORRIS STREET,INDIANAPOLIS,IN ,46231,39.7476807,-86.3010712
NYD002241982,HADCO CORPORATION-OWEGO DIVISION,1200 TAYLOR ROAD,OWEGO,NY,13827,42.1053755,-76.2285385
ALD000622852,NUCOR STEEL BIRMINGHAM INC,2301 F.L SHUTTLESWORTH DRIVE,BIRMINGHAM,AL,35234,33.5455437,-86.8065109
VAR000013292,CHAPARRAL (VA) INC.,25801 HOFFHEIMER WAY,PETERSBURG,VA,23803,37.1704903,-77.4469299
,"GERDAU AMERISTEEL US INC., JACKSONVILLE STEEL MILL DIVISION",,VALDWIN,FL,,,
ARD053730701,GERDAU-FORT SMITH MILL,5225 PLANTERS RD. P.O. BOX 1592,FORT SMITH,AR,72902,35.307273,-94.376358
COD007057961,"CF&I STEEL, L.P. dba EVRAZ ROCKY MOUNTAIN STEEL",2100 SOUTH FREEWAY,PUEBLO,CO,81004,38.2314301,-104.6127472
SCD003353760,"OWEN ELECTRIC STEEL COMPANY OF S.C., INC. D/B/A CMC STEEL SC",310 NEW STATE ROAD,CAYCE,SOUTH CAROLINA ,29033,33.9632893,-81.0498936
ARD091691261,"ARKANSAS STEEL ASSOCIATIONS, L.L.C.",2803 VAN DYKE ROAD,NEWPORT,AR,72112,35.6457149,-91.2468591
CAD009548256,AIR INDUSTRIES COMPANY,12570 KNOTT STREET,GARDEN GROVE,CA,92841,33.779541,-118.0102463
CAD069124717,XSTRATA RECYCLING INC.,1695 MONTEREY HIGHWAY,SAN JOSE,CA,95112,37.3110214,-121.8688032
NYD002081396,WYETH PHARMACEUTICALS,64 MAPLE STREET,ROUSSE POINT,NY,12979,44.9886066,-73.3666161
NYD987031648,WILCO FINISHING CORP,1288 WILLOUGHBY AVENUE,BROOKLYN,NY,11237,40.7048187,-73.9216537
CTD001450154,"WHYCO FINISHING TECHNOLOGY, LLC",670 WATERBURY ROAD,THOMASTON,CT,6787,41.6431808,-73.078743
NHD058537960,"WEBSTER VALVE, INC. (DIVISION OF WATTS WATER TECHNOLOGIES)",583 SOUTH MAIN STREET,FRANKLIN,NH,3235,43.4187211,-71.6557302
NYD001313261,"VICTORIA PLATING CO., INC",650 TIFFANY STREET,BRONX,NY,10474,40.8127708,-73.8905106
OHD020273819,"VICKERY ENVIRONMENTAL, INC",3956 STATE ROUTE 412,VICKERY,OHIO,43464,41.3684196,-82.9832153
OHD093945293,VEOLIA ES TECHNICAL SOLUTIONS LLC,4301 INFIRMARY ROAD,WEST CARROLLTON,OHIO,45449,39.6838264,-84.2775192
PAD981945157,VEOLIA ES TECHNICAL SOLUTIONS LLC,3100 HEDLY STREET,PHILADELPHIA,PENNSYLVANIA,19137,39.9885359,-75.0710727
NJD002454544,VEOLIA ES TECHNICAL SOLUTIONS LLC,125 FACTORY LAND,MIDDLESEX,NJ,8846,40.56081,-74.520385
NYR000174664,VEOLIA ES TECHNICAL SOLUTIONS LLC,126 MORRIS ROAD,SCHENECTADY,NY,12304,42.7482986,-73.8870926
NYD980756415,VEOLIA ES TECHNICAL SOLUTIONS LLC,126 MORRIS ROAD,SCHENECTADY,NY,12304,42.7482986,-73.8870926
OHD980568992,ENVIRITE OF OHIO INC/EQ OHIO INC,2050 CENTRAL AVENUE SE,CANTON,OH,44704,40.7760162,-81.3690796
MED019051069,ENPRO SERVICES OF MAINE INC,106 MAIN STREET,SOUTH PORTLAND,ME,4106,,
NYD013415849,ELECTRONIC DEVICES INC,21 GRAY OAKS AVENUE,YONKERS,NY,10710,40.9747399,-73.8679954
NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO ,NC,27407,36.058181,-79.8370477
NYD980592497,EASTMAN KODAK COMPANY,1669 LAKE AVENUE,ROCHESTER,NY,14652-3509,43.1969145,-77.6283062
MAD001113059,EASTERN ETCHING AND MANUFACTURING COMPANY INC,35 LOWER GRAPE STREET,CHICOPEE,MA,1013,42.1497993,-72.6042023
MID000809632,DOW CORNING CORPORATION,3901 SOUTH SAGINAW ROAD,MIDLAND,MI,48640,43.589695,-84.2012482
PAD069880029,CRC INDUSTRIES,885 LOUIS DRIVE,WARMINSTER,PA,18974,40.2043457,-75.0811615
NJD002394955,CRAMER PLATING INC,ROUTE 46 AND GREEN POND ROAD,BELVIDERE,NJ,7823,40.83245,-75.0063001
PAR00030874,COPPERHEAD CHEMICAL COMPANY INC,120 RIVER ROAD,TAMAQUA,PA,18252,40.7408707,-75.9748162
NYD002227973,COOPER CROUSE-HINDS LLC,1201 WOLF STREET,SYRACUSE,NY,13208,43.0839615,-76.1556931
PAR000015768,CONOCO PHILLIPS COMPANY,4101 POST ROAD,TRAINER,PA,19061,39.8264708,-75.4049575
WAD009250366,CONOCOPHILLIPS COMPANY FERNDALE REFINERY,3901 UNICK ROAD,FERNDALE,WA,98248,48.8286324,-122.6881332
MTD006229405,CONOCOPHILLIPS BILLINGS REFINERY,401 SOUTH 23RD STREET,BILLINGS,MT,59101,45.779865,-108.4944132
NJD986645984,CONOCOPHILLIPS COMPANY/BAYWAY REFINERY,,LINDEN,NJ,7036,40.6253548,-74.2393799
ILD005450697,CLEAN HARBORS RECYCLING SERVICES OF CHICAGO LLC,1445 WEST 42ND STREET,CHICAGO,IL,60609,41.8165092,-87.6622925
MED982546988,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,17 MAIN STREET,SOUTH PORTLAND,ME,4106,43.6366868,-70.2861004
NYD986871622,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,32 BASK ROAD,GLENMONT,NY,12077,42.5811806,-73.769783
NJD991291105,CLEAN EARTH INC,105 JACOBUS AVENUE,SOUTH KEARNY,NJ,7032,40.7384989,-74.111558
HIT160010005,CHEVRON PRODUCTS COMPANY-HAWAII REFINERY,91-480 MALAKOLE STREET,KAPOLEI,HI,96707,21.3154808,-158.1138021
CAD009114919,CHEVRON USA INC,841 CHEVRON WAY,RICHMOND,CA,94801-0627,37.9312795,-122.3908389
KYD049062375,CENTRY ALUMINUM OF KY,1627 STATE ROUTE 271 NORTH,HAWESVILLE,KY,42348,37.9330216,-86.7916334
KYD041376138,CATLETTSBURG REFINING LLC,11631 US ROUTE 23 SOUTH,CATLETTSBURG,KY,41129,38.3526001,-82.6120377
NYR000245144,"CARESTREAM HEALTH INC, FILM FINISHING B-12",1049 WEST RIDGE ROAD,ROCHESTER,NY,14615,43.200149,-77.654434
OHD000810283,CANFIELD METAL COATING CORP,460 WEST MAIN STREET,CANFIELD,OH,44406,41.027172,-80.776954
MAD001008093,C. L. HAUTHAWAY AND SONS CORP,638 SUMMER STREET,LYNN,MA,1905,42.457313,-70.973968
NJD001717040,C&C METAL PRODUCTS CORP,456 NORDHOFF PLACE,ENGLEWOOD,NJ,7631,40.8807564,-73.9857025
CTD001180728,BRIDGEPORT FITTINGS INC,705 LORDSHIP BOULEVARD,STRATFORD,CT,6615,41.1683652,-73.1473696
MND058320011,BOSTON SCIENTIFIC CRM,4100 HAMLINE AVE N MAILSTOP 7-170,ST. PAUL,MN,55112-5798,45.0762787,-93.1903381
PAD0000453084,BETHLEHEM APPARATUS COMPANY INC,935 BETHLEHEM DRIVE,BETHLEHEM,PA,18017,40.6268692,-75.3555298
PAD002390961,BETHLEHEM APPARATUS COMPANY INC,890 FRONT STREET,HELLERTOWN,PA,18055,40.5812645,-75.3432388
NYD082785429,CHEMICAL POLLUTION CONTROL LLC OF NY,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.7622604,-73.2897491
CAR000091488,"TESORO REFINING AND MARKETING COMPANY, GOLDEN EAGLE REFINERY",150 SOLANO WAY,MARTINEZ,CA,94553-1487,38.0266953,-122.0692673
PAD085690592,"REPUBLIC ENVIRONMENTAL SYSTEMS (PENNSYLVANIA), LLC",2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.2912445,-75.2829971
