coastal_exposure_s2,coastal_exposure_no_habitats_s2,habitat_role_s2,coastal_exposure_s1,coastal_exposure_no_habitats_s1,habitat_role_s1,s1_habitat_role_percent,exposure_diff_percent,latitude,longitude
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.926743,-125.126777
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.927981,-125.058562
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.928224,-125.044918
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.90948,-125.535506
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.910077,-125.508238
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.913521,-125.344611
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.914073,-125.317337
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.914618,-125.290062
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.914888,-125.276424
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.917753,-125.126395
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.918991,-125.058192
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.919475,-125.03091
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.919714,-125.017268
3.87298,3.87298,0,3.87298,3.87298,0,0,0,48.900792,-125.52142
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.903694,-125.385092
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.904255,-125.357824
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.90481,-125.330556
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.908511,-125.139651
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.909511,-125.085099
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.909757,-125.071461
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.910485,-125.030545
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.894423,-125.398296
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.894987,-125.371033
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.895545,-125.34377
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.899268,-125.152902
3.47128,3.59536,0.124078,3.47128,3.59536,0.124078,3.451059143,0,48.899774,-125.125632
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.900274,-125.098361
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.901495,-125.030181
2.66717,2.66717,0,2.66717,2.66717,0,0,0,48.901734,-125.016544
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.885718,-125.384237
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.885999,-125.370608
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.886279,-125.356979
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.886833,-125.32972
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.890023,-125.166148
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.890279,-125.152516
3.47128,3.59536,0.124078,3.47128,3.59536,0.124078,3.451059143,0,48.890784,-125.12525
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.891035,-125.111618
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.891284,-125.097985
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.891531,-125.084351
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.891777,-125.070718
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.892264,-125.043451
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.87673,-125.38381
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.877568,-125.342929
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.878119,-125.315674
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.880777,-125.179389
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.881289,-125.15213
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.881543,-125.1385
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.882045,-125.111239
2.66717,2.66717,0,2.66717,2.66717,0,0,0,48.883031,-125.056716
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.867742,-125.383382
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.868302,-125.356134
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.868856,-125.328884
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.869404,-125.301634
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.871529,-125.192625
3.57098,3.59536,0.0243785,3.47128,3.59536,0.124078,3.451059143,2.791950669,48.872044,-125.165371
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.873056,-125.110861
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.859035,-125.369334
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.860142,-125.314845
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.86228,-125.205857
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.862798,-125.178608
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.863816,-125.124108
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.853029,-125.219083
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.853551,-125.19184
3.57098,3.59536,0.0243785,3.47128,3.59536,0.124078,3.451059143,2.791950669,48.854066,-125.164595
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.854574,-125.13735
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.843246,-125.259543
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.84404,-125.218686
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.844561,-125.191447
3.57098,3.59536,0.0243785,3.47128,3.59536,0.124078,3.451059143,2.791950669,48.84482,-125.177828
3.36042,3.36042,0,3.36042,3.36042,0,0,0,48.845331,-125.150588
4.06321,4.06321,0,4.06321,4.06321,0,0,0,48.83399,-125.272754
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.834524,-125.245522
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.834788,-125.231906
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.835312,-125.204672
3.36042,3.36042,0,3.36042,3.36042,0,0,0,48.836087,-125.16382
4.06321,4.06321,0,4.06321,4.06321,0,0,0,48.825269,-125.258734
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.825535,-125.24512
3.74637,3.77195,0.0255759,3.64177,3.77195,0.130172,3.451053169,2.792036024,48.826062,-125.217892
3.36042,3.36042,0,3.36042,3.36042,0,0,0,48.826841,-125.177048
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.81681,-125.231107
3.57098,3.59536,0.0243785,3.47128,3.59536,0.124078,3.451059143,2.791950669,48.817593,-125.190271
3.74637,3.77195,0.0255759,3.64177,3.77195,0.130172,3.451053169,2.792036024,48.808084,-125.217099
3.57098,3.59536,0.0243785,3.47128,3.59536,0.124078,3.451059143,2.791950669,48.808345,-125.203489
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.798832,-125.230309
2.98878,3.2031,0.214316,2.98878,3.2031,0.214316,6.690893197,0,48.800636,-125.135056
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.789843,-125.22991
3.65293,3.91487,0.26194,3.6378,3.91487,0.277065,7.077246499,0.414188063,48.790625,-125.189096
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.791394,-125.14828
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.791647,-125.134675
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.781116,-125.21591
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.781377,-125.202308
3.51957,3.77195,0.252377,3.505,3.77195,0.26695,7.077241215,0.413971025,48.781894,-125.175102
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.782404,-125.147897
3.74637,3.77195,0.0255759,3.64177,3.77195,0.130172,3.451053169,2.792036024,48.77316,-125.161114
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.773415,-125.147513
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.764425,-125.147129
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.755435,-125.146746
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.746698,-125.132769
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.737708,-125.132389
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.728969,-125.11842
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.720228,-125.104455
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.720476,-125.090868
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.720722,-125.077281
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.720966,-125.063694
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.721209,-125.050107
4.06321,4.06321,0,4.06321,4.06321,0,0,0,48.712459,-125.036156
4.06321,4.06321,0,4.06321,4.06321,0,0,0,48.712699,-125.022571
4.06321,4.06321,0,4.06321,4.06321,0,0,0,48.703946,-125.008627
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.704182,-124.995044
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.704416,-124.981461
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.695659,-124.967526
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.69589,-124.953945
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.687128,-124.940018
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.687356,-124.926438
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.678592,-124.912518
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.678816,-124.898941
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.679039,-124.885364
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.67027,-124.871453
4.21716,4.21716,0,4.21716,4.21716,0,0,0,48.670489,-124.857878
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.661716,-124.843974
3.935,4.21716,0.282166,3.9187,4.21716,0.29846,7.077274754,0.414231258,48.661933,-124.830401
3.935,4.21716,0.282166,3.9187,4.21716,0.29846,7.077274754,0.414231258,48.653156,-124.816504
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.644164,-124.816181
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.635386,-124.802292
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.635597,-124.788725
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.626606,-124.788407
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.617824,-124.774528
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.60904,-124.760653
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.609246,-124.747093
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.600459,-124.733226
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.59167,-124.719363
4.18857,4.21716,0.028595,4.07163,4.21716,0.145537,3.451066595,2.791883626,48.591872,-124.705807
